26.75,3.52,-2.44,6.087,-2.81,-9.508
26.77,8.91,-7.43,9.558,8.388,-14.693
26.78,11.05,-5.35,7.71,13.746,-17.287
26.81,10.29,-3.77,6.615,12.316,-12.851
26.81,25.39,-28.83,13.17,35.212,-43.796
26.81,10.60,-18.38,11.008,11.098,-28.953
26.82,9.37,-3.67,8.381,13.076,-13.645
26.84,21.76,-23.94,11.827,30.655,-37.996
26.87,9.01,-4.33,7.194,8.95,-12.543
26.90,9.68,-12.54,10.162,10.065,-21.553
26.91,5.40,-9.20,9.536,0.131,-16.829
26.92,6.53,-15.57,10.854,3.792,-24.418
26.94,8.21,-14.64,11.153,6.283,-22.893
26.94,6.99,-0.26,7.056,6.703,-5.894
26.95,10.73,-9.04,10.132,12.134,-17.732
26.95,21.49,-22.41,11.581,29.117,-38.618
26.96,24.78,-28.53,13.122,31.321,-41.41
26.97,2.93,1.07,3.498,1.516,-1.826
26.97,8.95,-6.25,9.324,9.491,-13.364
26.97,16.26,-35.88,13.902,20.444,-47.043
26.98,23.29,-25.67,12.74,32.18,-39.47
27.00,19.16,-28.08,12.545,25.874,-42.299
27.02,17.39,-15.90,10.676,22.9,-26.827
27.03,9.84,-6.80,9.655,10.768,-14.658
27.07,6.65,-24.59,13.851,5.553,-34.542
27.07,7.15,-5.47,9.073,5.852,-15.515
27.07,6.85,-6.47,9.878,4.577,-13.616
27.08,9.63,-21.18,11.928,9.103,-32.58
27.08,4.46,-11.15,9.919,-3.899,-18.443
27.09,6.91,-3.72,7.559,5.574,-11.432
27.09,5.27,1.56,6.755,8.324,-5.971
27.11,14.73,-12.56,11.279,18.035,-20.979
27.14,25.55,-41.35,14.642,35.831,-55.042
27.14,6.38,-6.42,9.454,4.184,-13.432
27.14,14.11,-10.64,10.194,18.838,-22.523
27.15,9.91,-3.09,9.277,14.456,-12.827
27.15,13.81,-18.39,10.761,15.787,-29.436
27.15,4.79,-1.18,5.109,2.446,-2.527
27.16,1.49,-13.04,11.708,-8.869,-20.202
27.18,13.45,-10.32,11.292,16.448,-19.908
27.19,8.08,-8.27,10.236,7.385,-17.4
27.19,11.09,-13.50,10.437,12.446,-22.99
27.21,30.29,-48.31,15.833,41.331,-61.695
27.21,4.51,-0.49,4.947,2.252,-2.637
27.21,7.50,-0.87,6.809,7.802,-7.443
27.21,24.50,-25.57,14.006,31.866,-36.734
27.23,14.26,-12.60,11.009,16.934,-21.366
27.23,6.05,-10.15,10.848,1.771,-18.948
27.24,12.28,-8.93,11.318,15.383,-18.102
27.24,16.00,-12.05,10.68,22.364,-25.124
27.24,9.89,-4.01,8.807,13.051,-15.983
27.25,13.78,-8.61,11.04,18.148,-17.36
27.27,7.78,-5.64,9.61,7.332,-13.658
27.28,8.86,-16.46,11.516,8.18,-25.291
27.29,5.60,0.94,6.675,7.998,-7.065
27.29,11.64,-6.48,8.873,15.244,-16.482
27.29,12.22,-7.85,11.097,14.871,-15.722
27.29,4.62,2.37,5.411,3.881,2.678
27.30,22.60,-19.67,13.138,28.759,-31.013
27.31,3.46,1.19,3.093,2.131,-1.61
27.32,6.27,1.25,7.654,5.69,-2.896
27.32,4.73,-1.18,5.292,2.36,-1.583
27.33,4.12,-15.96,11.636,-2.426,-24.161
27.33,3.51,-8.74,10.521,-4.755,-15.606
27.33,4.28,0.31,5.133,2.166,-1.941
27.34,4.81,-6.20,10.193,0.269,-13.277
27.35,21.97,-21.54,13.031,29.638,-34.671
27.35,8.51,-4.10,8.162,8.702,-10.261
27.35,5.87,-5.20,10.075,2.44,-13.434
27.36,10.04,-26.15,13.932,10.285,-38.098
27.36,6.61,-5.97,9.587,4.824,-13.611
27.38,4.35,2.80,5.285,4.15,3.057
27.39,1.86,2.04,3.26,0.765,-0.851
27.40,3.43,1.97,3.655,3.695,-1.286
27.40,8.65,-4.18,9.997,9.203,-12.379
27.40,10.27,-4.87,8.764,12.838,-13.388
27.40,10.77,-6.07,10.645,11.81,-12.607
27.40,6.63,-12.25,11.091,3.804,-21.076
27.41,2.28,1.40,2.389,1.032,-0.897
27.41,6.65,-3.60,8.115,5.355,-9.115
27.41,6.09,2.23,6.865,9.794,-4.367
27.42,4.67,2.18,5.581,3.158,1.683
27.42,12.56,-29.05,13.063,14.866,-40.514
27.43,4.15,0.92,4.657,2.849,-1.462
27.43,7.24,-1.11,7.264,9.056,-7.28
27.44,12.56,-9.12,11.295,15.053,-17.183
27.44,30.50,-37.63,14.984,42.273,-52.721
27.44,9.26,-3.20,9.153,12.784,-10.985
27.44,19.33,-19.97,12.289,25.632,-32.722
27.45,3.35,-10.77,10.85,-6.931,-17.474
27.45,4.28,0.45,4.867,3.211,-1.547
27.46,12.91,-6.72,11.329,16.186,-15.479
27.46,3.72,2.33,4.683,1.846,0.176
27.46,5.95,-5.55,9.973,3.473,-13.553
27.46,3.91,2.71,4.8,3.801,1.371
27.47,4.31,2.59,5.076,4.823,2.07
27.50,9.71,-3.51,8.259,12.086,-10.633
27.51,3.65,-8.05,10.501,-3.712,-14.836
27.51,4.01,3.17,5.114,4.087,2.678
27.52,18.30,-18.53,12.777,22.26,-29.573
27.52,6.79,-2.80,8.84,5.966,-9.15
27.52,6.90,-3.49,10.011,5.902,-11.975
27.52,3.99,1.29,5.279,1.934,-0.91
27.52,4.06,0.53,4.933,3.005,-0.995
27.53,8.10,-3.15,9.206,8.807,-10.314
27.53,2.40,3.59,6.03,0.37,1.54
27.53,2.40,3.59,6.03,0.37,1.54
27.54,11.15,-6.71,10.795,13.705,-14.714
27.55,29.20,-35.63,14.141,40.289,-49.708
27.55,4.44,2.66,5.638,5.328,2.75
27.56,1.95,-18.82,12.663,-8.693,-26.935
27.56,15.16,-8.45,12.229,22.05,-19.898
27.56,3.82,1.76,4.789,2.673,-0.719
27.56,4.28,-14.70,12.197,-0.907,-22.532
27.56,4.79,-1.51,8.177,2.378,-9.124
27.58,12.04,-8.38,10.971,14.828,-17.367
27.59,4.13,2.96,5.661,4.856,2.517
27.59,7.60,-2.57,8.638,8.085,-9.997
27.59,3.75,2.89,2.724,4.953,-0.137
27.60,21.87,-24.46,13.226,28.455,-36.05
27.60,8.37,-9.41,11.333,7.915,-18.755
27.60,4.11,2.13,4.998,4.452,0.681
27.61,4.07,1.64,5.024,2.418,-0.779
27.62,8.45,-4.90,10.225,8.479,-12.522
27.63,12.58,-7.96,9.991,17,-18.625
27.63,3.65,3.37,4.987,3.085,2.159
27.63,3.06,-18.78,13.161,-2.334,-27.241
27.63,3.27,-7.50,10.897,-3.822,-13.011
27.64,12.17,-8.84,12.044,14.639,-17.459
27.65,29.17,-47.35,15.711,39.918,-61.021
27.65,18.57,-44.01,16.44,24.076,-55.633
27.65,15.41,-11.27,11.05,20.399,-20.069
27.66,4.22,1.71,5.275,4.956,0.446
27.67,20.83,-16.99,12.985,26.463,-26.604
27.68,34.48,-43.60,15.87,45.67,-56.79
27.69,4.50,-2.51,8.485,-1.212,-8.385
27.70,9.74,-7.83,10.974,10.785,-15.159
27.70,4.27,2.46,5.494,5.808,1.799
27.70,3.50,3.57,5.609,3.682,1.449
27.70,9.46,-3.92,9.894,11.388,-11.245
27.71,0.13,-13.75,12.83,-10.689,-20.515
27.71,6.36,0.18,7.562,6.334,-2.564
27.71,35.43,-45.24,16.691,46.373,-58.826
27.72,4.25,-0.40,5.635,2.332,0.166
27.72,3.44,1.26,5.066,2.639,0.312
27.73,1.87,-8.65,11.333,-8.279,-15.339
27.73,9.96,-4.91,10.864,11.856,-12.74
27.73,1.80,-16.12,12.518,-5.581,-24.067
27.73,3.87,1.88,5.371,4.834,0.819
27.74,7.33,0.27,6.315,8.276,-7.638
27.74,3.85,-4.89,10.332,-3.725,-11.735
27.75,10.13,-2.50,9.512,14.289,-9.722
27.75,11.88,-5.30,10.827,15.274,-13.998
27.75,5.42,-2.08,8.901,3.288,-8.028
27.75,0.46,6.47,5.075,3.471,3.03
27.76,24.53,-50.13,16.984,32.762,-62.615
27.77,27.75,-25.20,14.59,33.085,-35.109
27.78,2.72,4.37,5.605,4.76,2.641
27.78,9.11,-9.33,10.258,7.411,-19.643
27.78,4.76,2.45,5.925,3.359,0.32
27.79,3.82,3.19,5.866,5.75,2.811
27.80,23.71,-39.04,14.487,33.089,-53.074
27.80,6.99,-1.15,8.806,7.141,-8.655
27.80,3.99,1.72,5.247,3.562,-1.273
27.80,6.62,-2.56,10.415,6.598,-8.106
27.80,1.11,5.94,5.141,2.746,1.6
27.80,6.21,-1.97,8.61,5.424,-9.001
27.80,7.91,-1.27,8.919,9.572,-8.753
27.81,16.42,-23.90,13.918,21.999,-34.679
27.82,11.22,-7.95,11.85,12.602,-15.068
27.82,10.93,-9.30,10.431,14.123,-21.043
27.82,9.22,-3.87,9.543,11.639,-10.786
27.82,6.85,-0.17,7.48,7.745,-5.113
27.82,5.13,1.85,4.412,3.339,-0.841
27.82,0.51,6.17,5.285,3.857,3.928
27.82,0.49,-22.03,15.528,-2.496,-29.853
27.82,6.16,-5.12,10.526,4.063,-12.33
27.82,3.77,2.80,5.626,5.896,1.995
27.83,6.07,2.46,4.909,3.776,-0.235
27.83,36.66,-48.74,17.176,49.394,-63.017
27.83,-0.68,-6.67,11.423,-13.258,-11.391
27.83,2.67,2.07,3.448,2.666,-0.674
27.84,4.78,-4.19,10.643,0.583,-10.349
27.84,2.97,2.75,5.371,4.298,1.782
27.84,3.22,3.59,5.068,1.5,1.659
27.84,13.96,-8.48,11.807,17.149,-16.247
27.85,5.73,1.83,7.324,8.948,-4.325
27.85,11.30,-5.91,9.38,14.438,-12.342
27.85,3.54,2.59,5.584,1.573,0.67
27.85,8.04,-1.39,7.793,9.806,-5.937
27.86,5.59,2.21,6.464,5.749,-4.137
27.86,2.66,3.76,5.514,5.274,2.596
27.86,8.93,-1.98,9.921,12.047,-10.64
27.86,8.89,-3.60,9.995,9.994,-9.255
27.86,2.53,4.36,5.755,5.244,3.214
27.87,4.12,0.10,5.342,3.977,-2.36
27.87,1.84,1.98,2.144,3.005,-0.214
27.87,8.83,-3.20,9.356,10.592,-10.343
27.87,4.93,-1.33,8.966,1.956,-8.313
27.87,5.86,0.51,6.907,5.408,-5.716
27.88,5.56,1.36,7.39,8.375,-5.543
27.89,4.88,-1.83,8.459,2.533,-7.481
27.89,7.14,-1.50,10.047,6.758,-9.095
27.89,25.87,-22.77,15.191,33.283,-32.403
27.89,4.38,-0.17,5.276,4.183,-1.938
27.90,16.27,-15.84,12.532,20.119,-26.23
27.90,8.41,-4.30,8.854,9.229,-13.257
27.90,2.14,1.90,3.064,2.127,-0.194
27.90,19.70,-43.80,16.185,26.516,-55.972
27.91,5.77,-0.79,8.911,4.636,-8.266
27.91,8.15,-1.24,7.658,11.173,-6.346
27.92,0.90,5.45,5.193,4.025,3.685
27.92,8.49,-2.72,11.242,8.954,-8.054
27.92,7.08,0.20,8.5,7.393,-6.616
27.93,19.19,-13.31,12.763,22.776,-22.835
27.93,3.63,-0.19,5.195,3.244,-1.27
27.93,3.49,1.05,5.24,3.332,-1.887
27.95,10.27,-3.01,10.689,13.488,-11.382
27.96,4.12,-2.05,8.56,-0.484,-8.355
27.96,3.73,0.17,5.282,3.297,-1.593
27.96,20.80,-19.51,13.377,27.164,-29.636
27.97,5.61,-1.73,10.301,3.679,-8.838
27.97,8.41,-2.03,9.304,11.042,-10.343
27.97,9.02,-3.72,11.919,10.397,-10.3
27.97,1.78,-16.83,13.393,-7.145,-24.4
27.97,1.77,-12.68,12.615,-7.899,-19.971
27.98,13.81,-35.96,15.375,17.337,-47.764
27.98,30.97,-52.10,17.039,42.533,-66.12
27.98,4.18,-0.49,9.372,0.371,-5.95
27.98,5.95,-13.97,12.881,3.891,-23.309
27.98,12.52,-7.60,11.388,19.672,-24.54
27.98,14.92,-7.23,11.961,20.894,-15.738
27.99,10.14,-4.97,11.045,12.268,-13.21
27.99,4.32,-7.46,11.422,-1.295,-13.612
28.00,1.99,-9.57,11.34,-8.161,-16.22
28.00,6.15,0.29,8.779,5.308,-6.785
28.00,7.67,-3.41,9.613,7.85,-9.199
28.00,2.63,4.76,5.588,3.074,0.122
28.00,5.39,2.34,8.011,5.479,-0.601
28.00,5.47,-17.06,12.931,1.994,-26.123
28.01,4.93,-1.50,8.825,2.664,-8.41
28.01,5.59,2.10,5.784,3.627,-0.336
28.02,14.81,-11.62,12.663,17.857,-20.239
28.02,8.62,-1.34,9.262,11.587,-9.838
28.02,3.46,3.42,5.996,2.553,2.799
28.02,4.08,0.71,7.333,2.395,-4.417
28.02,1.45,4.33,5.219,3.265,3.193
28.03,4.32,2.56,5.78,3.761,2.219
28.04,-4.75,-20.91,16.94,-9.909,-26.304
28.04,18.93,-16.06,13.655,23.209,-25.094
28.04,-3.02,-20.57,16.861,-5.695,-25.886
28.05,3.40,1.09,5.178,2.817,-0.952
28.05,13.49,-10.32,12.241,16.288,-19.397
28.05,4.08,1.34,5.837,5.737,-0.392
28.05,5.74,0.00,7.579,5.181,-5.56
28.06,13.64,-5.19,11.998,17.835,-13.551
28.06,5.79,2.16,6.996,7.54,-5.693
28.07,2.43,3.20,5.249,2.169,0.591
28.07,3.04,0.25,5.183,3.081,0.099
28.08,11.85,-2.17,9.906,17.167,-10.951
28.08,7.09,-0.65,7.75,9.052,-4.794
28.08,14.76,-19.25,13.026,19.682,-30.994
28.08,3.87,-3.39,10.535,-0.315,-11.053
28.09,20.11,-21.51,13.724,25.242,-32.772
28.09,5.34,2.77,6.526,7.719,-1.868
28.09,5.95,3.46,4.451,2.717,1.008
28.09,3.56,-21.01,14.242,0.283,-30.076
28.09,1.83,-1.88,11.167,-6.699,-5.676
28.09,3.72,3.71,6.123,4.048,3.515
28.09,4.08,2.84,5.845,4.633,3.314
28.10,4.09,0.38,5.315,4.237,-0.547
28.10,3.49,2.23,5.744,5.019,0.149
28.10,4.25,1.18,5.737,6.054,-0.03
28.10,3.07,2.03,5.419,3.086,-0.894
28.11,4.99,0.33,9.204,2.965,-6.355
28.11,5.12,2.65,6.742,5.234,-3.198
28.12,3.74,-3.06,8.489,-2.937,-8.788
28.12,3.38,2.13,5.751,3.172,0.264
28.14,7.24,2.61,7.505,11.277,-2.714
28.14,24.81,-20.83,13.933,30.553,-30.191
28.14,3.14,2.95,5.768,4.322,1.07
28.15,22.52,-21.99,14.148,29.68,-31.882
28.15,3.45,3.76,6.109,3.738,3.421
28.15,3.51,3.65,5.84,4.438,1.49
28.15,10.19,-8.93,11.083,12.344,-16.637
28.15,4.50,2.83,5.949,3.819,0.51
28.15,4.07,2.94,6.106,5.711,2.404
28.16,5.81,-13.36,11.849,2.775,-22.077
28.16,4.04,-0.62,9.013,0.162,-6.542
28.16,1.37,4.71,6.326,-0.524,2.935
28.16,3.56,2.94,7.812,2.494,0.662
28.16,9.98,-4.60,11.207,11.395,-12.187
28.17,8.31,-5.62,10.784,9.336,-12.986
28.17,7.83,-1.43,9.475,9.033,-7.897
28.17,13.67,-6.94,9.73,18.174,-15.106
28.17,4.67,2.68,6.187,5.128,-1.622
28.17,2.25,2.81,5.232,2.057,2.251
28.18,2.68,3.10,5.261,1.874,1.938
28.19,4.89,2.05,8.095,2.76,-0.688
28.19,4.08,2.76,6.231,6.087,2.603
28.19,8.67,-2.10,10.217,12.115,-10.766
28.19,43.19,-58.84,19.502,54.889,-70.875
28.19,23.40,-17.75,15.049,31.41,-29.07
28.19,3.09,2.05,5.377,2.628,0.109
28.20,1.35,-7.37,11.913,-8.645,-13.756
28.20,1.73,5.51,5.576,3.988,0.997
28.20,3.56,3.45,5.884,4.838,3.701
28.21,5.61,2.48,8.426,5.963,-2.518
28.21,3.59,1.92,5.632,5.888,0.988
28.22,10.67,-6.34,11.794,13.176,-14.407
28.22,17.00,-10.66,12.195,20.963,-20.019
28.22,3.20,3.91,6.043,5.963,2.114
28.22,1.48,5.61,5.684,5.199,2.177
28.22,5.82,3.03,4.599,4.312,0.594
28.23,37.59,-61.76,18.763,49.322,-74.391
28.23,14.06,-7.03,11.761,17.868,-15.921
28.23,5.25,1.50,8.935,4.799,-1.473
28.23,4.06,2.72,6.379,6.765,2.096
28.23,5.58,1.24,7.175,4.518,-1.894
28.24,7.63,-7.74,11.665,7.619,-15.425
28.24,7.36,-2.97,10.369,7.509,-10.41
28.24,4.28,0.18,10.471,1.166,-9.497
28.24,5.54,0.79,7.529,5.63,-4.388
28.24,6.55,2.55,6.738,9.646,-1.702
28.24,2.48,4.35,5.554,3.36,2.916
28.25,7.04,2.68,8.937,9.257,-2.879
28.25,6.49,-0.66,8.767,5.908,-6.991
28.25,8.58,-0.46,10.513,10.729,-8.061
28.25,1.82,2.28,7.671,-3.009,-4.969
28.25,10.23,-3.60,10.279,12.612,-10.156
28.26,4.05,2.22,6.101,7.038,1.154
28.26,3.44,2.85,5.969,6.84,1.675
28.26,1.97,4.44,6.55,-0.149,2.218
28.27,7.47,0.94,12.405,7.863,-2.614
28.27,8.23,-1.65,10.705,9.269,-9.392
28.27,5.89,0.53,8.393,6.06,-3.237
28.27,6.69,0.94,7.39,8.662,-5.949
28.27,4.01,2.36,6.057,6.618,1.472
28.27,11.00,-5.76,12.043,12.614,-12.099
28.27,3.22,3.59,6.196,6.717,2.444
28.28,2.43,1.55,7.772,-0.216,-3.297
28.28,3.41,3.61,6.184,1.976,2.206
28.29,4.83,2.67,6.589,4.324,-2.192
28.29,4.18,2.58,6.063,3.198,-0.228
28.29,4.18,2.58,6.063,3.198,-0.228
28.29,2.78,4.80,5.744,3.806,-0.159
28.29,7.03,1.21,8.84,8.564,-5.968
28.29,12.50,-6.12,11.535,15.882,-13.426
28.29,4.11,0.72,7.641,2.707,-3.292
28.30,7.88,-4.10,9.429,8.371,-9.642
28.30,4.77,3.10,6.51,4.26,-1.33
28.30,4.77,3.10,6.51,4.26,-1.33
28.30,3.46,3.22,5.696,5.494,2.748
28.30,1.69,5.10,5.867,5.853,3.021
28.30,17.52,-17.44,13.149,22.108,-27.666
28.31,3.79,-2.73,11.203,0.763,-7.389
28.31,6.11,0.96,8.468,7.345,-5.034
28.31,4.67,2.38,8.37,3.199,-0.064
28.31,5.30,1.34,7.65,6.048,-6.413
28.31,4.78,2.34,7.458,4.057,-4.619
28.31,6.12,1.65,8.744,6.464,-4.904
28.32,6.41,-1.72,11.183,6.072,-7.708
28.32,5.66,1.31,8.782,4.446,-0.743
28.32,6.26,-1.38,9.769,0.456,-8.62
28.32,5.08,1.88,7.545,5.433,-5.747
28.33,3.97,-0.88,8.394,-2.96,-5.588
28.33,12.10,-8.40,12.3,17.151,-19.137
28.33,9.52,-1.04,10.277,13.121,-9.05
28.33,5.91,1.04,7.801,7.031,-4.885
28.33,3.45,4.13,6.112,4.006,3.317
28.34,7.93,0.10,9.22,10.654,-7.777
28.34,1.30,-15.20,14.338,-7.918,-23.594
28.34,3.20,1.14,5.99,2.05,2.42
28.34,3.20,1.14,5.99,2.05,2.42
28.34,8.06,-2.36,9.768,9.309,-7.921
28.35,10.87,-28.64,14.877,12.7,-41.286
28.35,5.87,1.00,8.269,6.317,-0.501
28.35,2.63,4.19,5.78,1.03,2.39
28.35,2.63,4.19,5.78,1.03,2.39
28.35,28.68,-22.93,16.015,35.158,-32.22
28.35,12.45,-3.51,11.501,17.205,-11.736
28.36,5.04,1.44,8.755,3.654,-1.32
28.36,5.36,-3.13,11.809,2.054,-9.414
28.36,11.96,-14.70,12.922,14.622,-24.071
28.36,4.09,-14.24,13.185,0.128,-22.564
28.36,4.53,1.20,8.183,4.027,-5.13
28.37,12.24,-6.32,9.869,16.023,-14.848
28.37,3.12,3.90,5.775,4.828,3.377
28.37,2.56,4.40,6.532,2.314,-1.952
28.37,6.89,-2.28,9.346,7.164,-8.388
28.37,5.27,1.60,9.279,4.408,-4.737
28.37,3.49,3.15,5.291,4.212,-0.374
28.37,16.90,-12.86,13.389,21.428,-21.238
28.38,6.15,2.24,8.913,7.635,-4.293
28.38,5.41,1.25,8.402,6.456,-6.335
28.38,4.21,1.06,7.002,5.125,-4.043
28.38,1.85,2.36,2.118,4.245,0.937
28.38,4.74,3.24,8.112,0.881,0.901
28.38,2.60,2.80,4.172,4.509,-0.457
28.38,10.90,-1.46,11.397,15.515,-9.423
28.38,3.40,-1.27,8.919,-2.482,-6.701
28.38,4.10,2.60,6.374,5.747,-1.069
28.39,0.69,-20.62,16.388,-0.278,-27.548
28.39,-0.89,-18.97,14.801,-12.767,-26.266
28.39,5.74,0.62,10.659,5.308,-5.771
28.39,2.63,4.66,5.973,1.74,2.061
28.39,8.30,-1.39,12.117,9.35,-6.102
28.40,24.20,-20.22,14.51,31.181,-30.588
28.40,6.31,1.58,12.394,6.03,-1.308
28.40,5.60,2.06,8.429,8.697,-7.044
28.41,4.18,1.58,9.741,2.029,-3.585
28.41,8.12,-1.08,14.237,7.917,-5.371
28.41,2.16,4.26,5.767,6.144,2.743
28.41,2.69,-2.52,11.616,-4.431,-7.457
28.41,18.60,-12.37,12.061,24.979,-22.732
28.42,3.87,1.40,7.078,4.77,-4.109
28.42,7.21,1.51,10.717,9.116,-5.244
28.42,3.46,-0.13,10.993,-1.536,-5.375
28.42,3.74,3.73,5.798,3.62,-0.462
28.42,5.74,2.50,9.127,7.174,-1.15
28.43,-4.19,-11.68,14.17,-16.233,-17.323
28.43,6.18,2.42,11.062,6.821,-2.936
28.43,3.15,0.44,8.952,-0.678,-5.614
28.43,13.45,-17.90,13.449,17.136,-26.813
28.44,4.32,3.02,7.224,2.27,-1.35
28.44,4.96,-0.35,8.827,2.7,-6.667
28.44,2.22,1.46,7.406,-4.502,-3.016
28.44,5.88,1.94,7.804,8.716,-7.005
28.44,22.67,-16.05,13.424,26.642,-26.048
28.45,2.52,3.23,5.505,5.329,2.449
28.45,2.03,4.73,5.633,1.718,2.452
28.45,14.38,-21.10,14.118,19.351,-30.282
28.45,17.13,-18.83,15.27,21.031,-29.79
28.46,4.40,0.68,8.899,1.449,-4.784
28.46,2.97,3.49,8.292,-0.389,-1.864
28.47,6.21,-5.70,11.48,5.474,-11.979
28.47,6.48,3.84,7.771,7.604,1.148
28.47,8.88,-2.30,10.466,11.124,-10.086
28.48,3.88,2.70,8.032,2.095,-3.971
28.48,3.91,3.37,4.235,1.942,1.244
28.48,7.54,0.28,12.993,7.19,-3.602
28.48,5.08,-2.63,10.598,2.738,-9.642
28.48,3.74,1.08,6.406,3.591,-4.13
28.48,4.09,1.87,7.295,6.067,-3.199
28.49,1.82,1.56,5.235,2.625,2.118
28.49,4.38,1.38,7.757,3.898,-5.611
28.49,3.47,1.39,6.484,3.321,-4.265
28.49,4.89,3.03,7.146,6.416,-3.091
28.49,4.24,2.09,7.869,3.416,-5.25
28.49,4.86,2.13,9.203,3.131,-2.151
28.50,5.55,1.74,7.907,6.332,-3.718
28.50,3.97,1.48,6.84,5.311,-3.024
28.50,5.36,0.28,7.951,4.997,-3.308
28.50,5.73,-18.64,13.019,1.787,-27.811
28.50,2.88,1.08,6.371,2.606,-3.522
28.50,4.37,2.93,7.788,3.482,-3.299
28.51,16.22,-8.22,11.989,20.405,-17.133
28.51,2.84,2.76,9.052,-0.538,-5.141
28.51,5.65,2.21,7.733,8.574,-6.64
28.51,3.27,3.43,6.313,3.118,2.589
28.51,2.11,1.31,6.178,2.348,-2.548
28.51,7.17,1.35,12.582,7.715,-3.238
28.51,6.55,-0.43,12.119,6.028,-3.944
28.51,7.70,1.87,9.323,10.194,-4.657
28.51,3.82,2.29,7.074,6.225,-2.616
28.52,21.03,-18.80,14.72,26.237,-27.984
28.52,2.24,4.49,5.69,1.474,3.458
28.52,10.56,-3.10,11.68,13.883,-10.11
28.52,6.69,2.50,7.861,11.205,-2.298
28.53,2.26,5.14,6.624,4.943,-3.145
28.53,3.05,3.51,5.09,5.87,-0.733
28.53,4.55,3.53,6.441,4.589,-1.256
28.53,3.32,-2.22,8.875,-4.534,-6.987
28.54,3.49,3.55,8.262,1.261,-1.745
28.54,3.26,-1.21,9.472,-3.287,-6.59
28.54,5.21,0.81,8.462,5.18,-4.59
28.55,3.46,2.50,8.021,1.127,-4.143
28.55,3.16,1.48,6.254,3.507,-3.188
28.55,8.52,-3.78,12.658,8.513,-8.624
28.55,0.87,-13.42,14.018,-11.431,-21.355
28.55,5.62,0.81,9.134,4.366,-5.113
28.55,3.47,3.78,6.83,4.923,-2.124
28.56,3.85,3.13,6.718,4.025,-0.72
28.56,3.75,-5.26,10.102,-3.633,-11.139
28.56,2.13,4.98,6.739,5.647,-2.151
28.56,4.61,2.76,9.006,4.568,1.362
28.56,0.47,-9.48,13.081,-10.632,-16.254
28.56,3.62,1.81,8.278,2.022,-3.966
28.57,11.17,-3.18,11.608,13.919,-10.66
28.57,3.53,-0.97,9.193,-0.454,-7.22
28.57,2.93,1.56,7.813,0.599,-2.368
28.57,9.74,-21.17,15.451,12.571,-30.065
28.57,2.97,2.53,6.895,4.086,-3.209
28.57,3.77,2.29,7.26,5.596,-2.61
28.58,2.94,1.49,6.411,2.627,-3.4
28.58,5.48,2.18,8.748,5.214,-3.291
